id,sourcePort,destinationPort,distance
2146,Terengganu (TGG),Bangkok (BK),592
2147,Terengganu (TGG),Balikpapan (BPN),854
2148,Terengganu (TGG),Bang Sapan (BS),436
2149,Terengganu (TGG),Danang (DAD),958
2150,Terengganu (TGG),Dumai (DMI),490
2151,Terengganu (TGG),Futong (FTG),450
2152,Terengganu (TGG),Rayong (IRPC),470
2153,Terengganu (TGG),Jakarta (JAK),745
2154,Terengganu (TGG),K.K. Kota Kinabalu (KK),833
2155,Terengganu (TGG),Kemaman (KMN),87
2156,Terengganu (TGG),Kuantan (KT),102
2157,Terengganu (TGG),Kuching (KUC),523
2158,Terengganu (TGG),Labuan (LBN),776
2159,Terengganu (TGG),Lahad Datu (LDU),1195
2160,Terengganu (TGG),Lumut (LUM),1587
2161,Terengganu (TGG),Malacca (MAL),435
2162,Terengganu (TGG),Maptaphut (MAT),520
2163,Terengganu (TGG),Century Harbour (MHI),540
2164,Terengganu (TGG),Manila Habour (MNL),1190
2165,Terengganu (TGG),My Tho (MUT),450
2166,Terengganu (TGG),Nunukan (NNX),1225
2167,Terengganu (TGG),Pasir Gudang (PAS),300
2168,Terengganu (TGG),Port Klang (PKL),104
2169,Terengganu (TGG),Palembang (PLB),560
2170,Terengganu (TGG),Pontianak (POT),540
2171,Terengganu (TGG),Yangon (RGN),1420
2172,Terengganu (TGG),Singapore (SG),1338
2173,Terengganu (TGG),Songkhla (SK),215
2174,Terengganu (TGG),Sriracha Harbor (SRC),550
2175,Terengganu (TGG),Semarang - Tanjung Emas (SRG),990
2176,Terengganu (TGG),Surat Thanee (SRT),363
2177,Terengganu (TGG),Surabaya (SUBY),950
2178,Terengganu (TGG),Tacloban (TAC),1450
2179,Terengganu (TGG),Tawau (TAW),1254
2180,Terengganu (TGG),Tanjong Manis (TGM),537
2181,Terengganu (TGG),Tanjung Batu (TJQ),560
2182,Terengganu (TGG),Vung Ang (VAG),1189
2183,Tanjong Manis (TGM),Benoa (Bali) (BAO),1045
2184,Tanjong Manis (TGM),Batam (BAT),450
2185,Tanjong Manis (TGM),Bangkok (BK),1095
2186,Tanjong Manis (TGM),Cayagan de Oro City (Macabalan wharf) (CDO),1005
2187,Tanjong Manis (TGM),Cat Lai (CLI),605
2188,Tanjong Manis (TGM),Cam Pha (CPH),1250
2189,Tanjong Manis (TGM),Dung Quat (DQT),815
2190,Tanjong Manis (TGM),Davao (Sasa Wharf) (DVO),1170
2191,Tanjong Manis (TGM),Hon Gai (HON),1247
2192,Tanjong Manis (TGM),Haiphong (HPH),1487
2193,Tanjong Manis (TGM),Jakarta (JAK),645
2194,Tanjong Manis (TGM),Jambi (JBI),300
2195,Tanjong Manis (TGM),Kuantan (KT),498
2196,Tanjong Manis (TGM),Labuan (LBN),378
2197,Tanjong Manis (TGM),Laem Chabang (LCB),1055
2198,Tanjong Manis (TGM),Malacca (MAL),602
2199,Tanjong Manis (TGM),Muara (MUR),365
2200,Tanjong Manis (TGM),Sipitang (SIP),413
2201,Tanjong Manis (TGM),Songkhla (SK),752
2202,Tanjong Manis (TGM),Sarekei (SRK),28
2203,Tanjong Manis (TGM),Surabaya (SUBY),788
2204,Tanjong Manis (TGM),Tagbilaran (TAG),970
2205,Tanjong Manis (TGM),Terengganu (TGG),537
2206,Tanjong Manis (TGM),Can Tho (VCA),560
2207,MAP,Balikpapan (BPN),1090
2208,MAP,KUM,610
2209,TJM,Lumut (LUM),768
2210,TJM,Nghi Son (NGH),1105
2211,TJM,Singapore (SG),466
2212,Tanjung Batu (TJQ),Bangpakong (BAK),1080
2213,Tanjung Batu (TJQ),Bintulu (BIN),570
2214,Tanjung Batu (TJQ),Bangkok (BK),1100
2215,Tanjung Batu (TJQ),Bourbon (BOUR),840
2216,Tanjung Batu (TJQ),Bang Sapan (BS),1070
2217,Tanjung Batu (TJQ),Godau port  (GDP),840
2218,Tanjung Batu (TJQ),HO CHI MINH (HCM),810
2219,Tanjung Batu (TJQ),Jakarta (JAK),200
2220,Tanjung Batu (TJQ),K.K. Kota Kinabalu (KK),790
2221,Tanjung Batu (TJQ),Kemaman (KMN),500
2222,Tanjung Batu (TJQ),Kuantan (KT),480
2223,Tanjung Batu (TJQ),Kuching (KUC),440
2224,Tanjung Batu (TJQ),Labuan (LBN),740
2225,Tanjung Batu (TJQ),Laem Chabang (LCB),1065
2226,Tanjung Batu (TJQ),Malacca (MAL),490
2227,Tanjung Batu (TJQ),Maptaphut (MAT),1045
2228,Tanjung Batu (TJQ),Century Harbour (MHI),1090
2229,Tanjung Batu (TJQ),Pasir Gudang (PAS),360
2230,Tanjung Batu (TJQ),Port Klang (PKL),565
2231,Tanjung Batu (TJQ),Palembang (PLB),240
2232,Tanjung Batu (TJQ),Penang (PNG),660
2233,Tanjung Batu (TJQ),Panjang (PNJ),275
2234,Tanjung Batu (TJQ),Pontianak (POT),220
2235,Tanjung Batu (TJQ),Singapore (SG),360
2236,Tanjung Batu (TJQ),Sungai Guntung (SGGT),500
2237,Tanjung Batu (TJQ),Songkhla (SK),790
2238,Tanjung Batu (TJQ),Sampit (SMQ),450
2239,Tanjung Batu (TJQ),Son Duong (SOD),1530
2240,Tanjung Batu (TJQ),Tawau (TAW),1240
2241,Tanjung Batu (TJQ),Terengganu (TGG),560
2242,Tanjung Batu (TJQ),Tha Sala (TSL),855
2243,Tanjung Batu (TJQ),Vung Tau (VUT),800
2244,Tanjung Priok (TP),Bintulu (BIN),776
2245,Tanjung Priok (TP),Bangkok (BK),1320
2246,Tanjung Priok (TP),Godau port  (GDP),999
2247,Tanjung Priok (TP),HO CHI MINH (HCM),1021
2248,Tanjung Priok (TP),Haiphong (HPH),1706
2249,Tanjung Priok (TP),Kemaman (KMN),695
2250,Tanjung Priok (TP),Kuantan (KT),670
2251,Tanjung Priok (TP),Kuching (KUC),639
2252,Tanjung Priok (TP),Pasir Gudang (PAS),577
2253,Tanjung Priok (TP),Port Moresby (PGPOM),2592
2254,Tanjung Priok (TP),Palembang (PLB),490
2255,Tanjung Priok (TP),Penang (PNG),918
2256,Tanjung Priok (TP),Pontianak (POT),441
2257,Tanjung Priok (TP),Quy Nhon (QNN),1242
2258,Tanjung Priok (TP),Sungai Guntung (SGGT),540
2259,Tanjung Priok (TP),Sampit (SMQ),459
2260,Tanjung Priok (TP),Tha Sala (TSL),1028
2261,Tha Sala (TSL),Bahodopi (BHDP),2020
2262,Tha Sala (TSL),Bangkok (BK),326
2263,Tha Sala (TSL),Balikpapan (BPN),1568
2264,Tha Sala (TSL),Cat Lai (CLI),605
2265,Tha Sala (TSL),Dumai (DMI),780
2266,Tha Sala (TSL),Futong (FTG),750
2267,Tha Sala (TSL),Godau port  (GDP),510
2268,Tha Sala (TSL),Jakarta (JAK),1028
2269,Tha Sala (TSL),Khanom (KHM),35
2270,Tha Sala (TSL),Kuching (KUC),800
2271,Tha Sala (TSL),KUM,1080
2272,Tha Sala (TSL),Labuan (LBN),1016
2273,Tha Sala (TSL),Lahad Datu (LDU),1370
2274,Tha Sala (TSL),Lumut (LUM),860
2275,Tha Sala (TSL),Malacca (MAL),663
2276,Tha Sala (TSL),Maeklong (Firesun) (MKG),289
2277,Tha Sala (TSL),Manila Habour (MNL),1340
2278,Tha Sala (TSL),My Tho (MUT),590
2279,Tha Sala (TSL),Nghi Son (NGH),1200
2280,Tha Sala (TSL),Nunukan (NNX),1403
2281,Tha Sala (TSL),Pasir Gudang (PAS),565
2282,Tha Sala (TSL),Port Klang (PKL),780
2283,Tha Sala (TSL),Singapore (SG),600
2284,Tha Sala (TSL),Sungai Guntung (SGGT),680
2285,Tha Sala (TSL),Songkhla (SK),110
2286,Tha Sala (TSL),Semarang - Tanjung Emas (SRG),1155
2287,Tha Sala (TSL),Sarekei (SRK),836
2288,Tha Sala (TSL),Sritama Jetty (STM),775
2289,Tha Sala (TSL),Tanjung Batu (TJQ),855
2290,Tha Sala (TSL),Tanjung Priok (TP),1028
2291,Tha Sala (TSL),Can Tho (VCA),463
2292,Tsukumi (TSUM),Bangkok (BK),2710
2293,Ranong (UNN),Batam (BAT),694
2294,Ranong (UNN),Bangkok (BK),1550
2295,Ranong (UNN),Kuantan (KT),892
2296,Ranong (UNN),Kantang (KTG),255
2297,Ranong (UNN),Yangon (RGN),502
2298,Ranong (UNN),Songkhla (SK),1196
2299,Ranong (UNN),Sriracha Harbor (SRC),1530
2300,Vung Ang (VAG),Bintulu (BIN),1192
2301,Vung Ang (VAG),Bangkok (BK),1556
2302,Vung Ang (VAG),Godau port  (GDP),769
2303,Vung Ang (VAG),HO CHI MINH (HCM),695
2304,Vung Ang (VAG),K.K. Kota Kinabalu (KK),1208
2305,Vung Ang (VAG),Kemaman (KMN),1287
2306,Vung Ang (VAG),Kuantan (KT),1287
2307,Vung Ang (VAG),Kuching (KUC),1100
2308,Vung Ang (VAG),Laem Chabang (LCB),1490
2309,Vung Ang (VAG),Son Duong (SOD),280
2310,Vung Ang (VAG),Terengganu (TGG),1189
2311,Can Tho (VCA),Bangpakong (BAK),590
2312,Can Tho (VCA),Bintulu (BIN),602
2313,Can Tho (VCA),Bangkok (BK),605
2314,Can Tho (VCA),Bang Sapan (BS),537
2315,Can Tho (VCA),Godau port  (GDP),138
2316,Can Tho (VCA),Haiphong (HPH),874
2317,Can Tho (VCA),Kemaman (KMN),410
2318,Can Tho (VCA),Kuantan (KT),420
2319,Can Tho (VCA),Kuching (KUC),580
2320,Can Tho (VCA),Labuan (LBN),648
2321,Can Tho (VCA),Labuan (LBN),648
2322,Can Tho (VCA),Maptaphut (MAT),520
2323,Can Tho (VCA),Century Harbour (MHI),595
2324,Can Tho (VCA),Pasir Gudang (PAS),588
2325,Can Tho (VCA),Phumy (PHU),150
2326,Can Tho (VCA),Port Klang (PKL),798
2327,Can Tho (VCA),Songkhla (SK),430
2328,Can Tho (VCA),Son Duong (SOD),884
2329,Can Tho (VCA),Tagbilaran (TAG),1138
2330,Can Tho (VCA),Tawau (TAW),1071
2331,Can Tho (VCA),Tanjong Manis (TGM),560
2332,Can Tho (VCA),Tha Sala (TSL),463
2333,Can Tho (VCA),Vung Tau (VUT),120
2334,Vung Tau (VUT),Bahodopi (BHDP),1920
2335,Vung Tau (VUT),Bangkok (BK),650
2336,Vung Tau (VUT),Balikpapan (BPN),1300
2337,Vung Tau (VUT),Bang Sapan (BS),587
2338,Vung Tau (VUT),Cat Lai (CLI),43
2339,Vung Tau (VUT),Cai Lan (CLN),800
2340,Vung Tau (VUT),Cam Pha (CPH),801
2341,Vung Tau (VUT),Dung Quat (DQT),407
2342,Vung Tau (VUT),HO CHI MINH (HCM),41
2343,Vung Tau (VUT),Hong Kong (HKG),990
2344,Vung Tau (VUT),Hon Gai (HON),798
2345,Vung Tau (VUT),Haiphong (HPH),781
2346,Vung Tau (VUT),Khanom (KHM),560
2347,Vung Tau (VUT),Kelantan (KLT),394
2348,Vung Tau (VUT),Laem Chabang (LCB),634
2349,Vung Tau (VUT),Lahad Datu (LDU),1090
2350,Vung Tau (VUT),Lhokseumawe (LHOK),1150
2351,Vung Tau (VUT),Maptaphut (MAT),585
2352,Vung Tau (VUT),Manila Habour (MNL),920
2353,Vung Tau (VUT),My Tho (MUT),60
2354,Vung Tau (VUT),Oknha Mong Port (OMP),429
2355,Vung Tau (VUT),Pasir Gudang (PAS),669
2356,Vung Tau (VUT),Phumy (PHU),30
2357,Vung Tau (VUT),Palembang (PLB),740
2358,Vung Tau (VUT),Phnom Penh (PNH),195
2359,Vung Tau (VUT),Pontianak (POT),560
2360,Vung Tau (VUT),Yangon (RGN),1759
2361,Vung Tau (VUT),Singapore (SG),610
2362,Vung Tau (VUT),Steung Hav (SHV),429
2363,Vung Tau (VUT),Son Duong (SOD),647
2364,Vung Tau (VUT),Semarang - Tanjung Emas (SRG),1075
2365,Vung Tau (VUT),Tacloban (TAC),1230
2366,Vung Tau (VUT),Tanjung Batu (TJQ),800
2367,Vung Tau (VUT),Can Tho (VCA),120
2368,Bangkok (BK),Banyuwangi - Tanjung Wangi (BJU),2223
2369,Banyuwangi - Tanjung Wangi (BJU),Surabaya (SUBY),150
2370,Padang - Telux Buyur (TBR),Panjang (PNJ),500
2371,Padang - Telux Buyur (TBR),Palembang (PLB),790
2372,Padang - Telux Buyur (TBR),Pontianak (POT),917
2373,Jakarta (JAK),Panjang (PNJ),115
2374,Bangkok (BK),Padang - Telux Buyur (TBR),2000
2375,Padang - Telux Buyur (TBR),Surabaya (SUBY),1150
2376,Padang - Telux Buyur (TBR),Palembang (PLB),847
2377,Padang - Telux Buyur (TBR),Panjang (PNJ),539
2378,Padang - Telux Buyur (TBR),Pontianak (POT),1103
2379,Padang - Telux Buyur (TBR),Port Klang (PKL),1044
2380,Padang - Telux Buyur (TBR),CX,767
2381,Penang (PNG),Laem Chabang (LCB),1502
2382,Banyuwangi - Tanjung Wangi (BJU),Surabaya (SUBY),1502
